namecode,gnisid,town,geoclass,income_to_afford_02001,income_to_afford_02002,income_to_afford_02003,income_to_afford_02004,income_to_afford_11999,income_to_afford_12000,income_to_afford_12001,income_to_afford_12002,income_to_afford_12003,income_to_afford_12004,income_to_afford_21999,income_to_afford_22000,income_to_afford_22001,income_to_afford_22002,income_to_afford_22003,income_to_afford_22004,income_to_afford_32000,income_to_afford_32001,income_to_afford_32002,income_to_afford_32003,income_to_afford_32004,income_to_afford_42001,income_to_afford_42002,income_to_afford_42003,income_to_afford_42004,income_to_afford_02005,income_to_afford_12005,income_to_afford_22005,income_to_afford_32005,income_to_afford_42005,income_to_afford_02006,income_to_afford_12006,income_to_afford_22006,income_to_afford_32006,income_to_afford_42006,income_to_afford_02008,income_to_afford_12008,income_to_afford_22008,income_to_afford_32008,income_to_afford_42008,income_to_afford_02009,income_to_afford_12009,income_to_afford_22009,income_to_afford_32009,income_to_afford_42009,income_to_afford_02010,income_to_afford_12010,income_to_afford_22010,income_to_afford_32010,income_to_afford_42010,income_to_afford_02011,income_to_afford_12011,income_to_afford_22011,income_to_afford_32011,income_to_afford_42011,income_to_afford_02012,income_to_afford_12012,income_to_afford_22012,income_to_afford_32012,income_to_afford_42012,income_to_afford_02013,income_to_afford_12013,income_to_afford_22013,income_to_afford_32013,income_to_afford_42013,avg_wage1978,avg_wage1979,avg_wage1980,avg_wage1981,avg_wage1982,avg_wage1983,avg_wage1984,avg_wage1985,avg_wage1986,avg_wage1987,avg_wage1988,avg_wage1989,avg_wage1990,avg_wage1991,avg_wage1992,avg_wage1993,avg_wage1994,avg_wage1995,avg_wage1996,avg_wage1997,avg_wage1998,avg_wage1999,avg_wage2000,avg_wage2001,avg_wage2002,avg_wage2003,avg_wage2004,avg_wage2005,avg_wage2006,avg_wage2007,avg_wage2008,avg_wage2009,avg_wage2010,unemployment_rate1990,unemployment_rate1991,unemployment_rate1992,unemployment_rate1993,unemployment_rate1994,unemployment_rate1995,unemployment_rate1996,unemployment_rate1997,unemployment_rate1998,unemployment_rate1999,unemployment_rate2000,unemployment_rate2001,unemployment_rate2002,unemployment_rate2003,unemployment_rate2004,unemployment_rate2005,unemployment_rate2006,unemployment_rate2007,unemployment_rate2008,unemployment_rate2009,unemployment_rate2010,unemployment_rate2011,unemployment_rate2012
5065,1462216,Stannard,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,7036,6948,7476,8737,9519,9612,9228,9551,11144,13432,12800,15576,16629,16328,15968,17028,16927,17352,19878,19199,21281,20581,20910,22097,22698,22057,25432,29121,30642,30571,30190,28974,29919,4.6,7.8,6.8,3.8,4.3,6.1,4.9,3.4,2,2.2,2.7,3.1,4.1,4.4,4,4.2,4.7,4.5,5.3,6.9,7,7.6,6
5070,1462224,Sutton,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,7019,7830,8989,8569,10652,9670,12244,10952,12343,13094,14638,12852,12487,13352,14018,16847,19772,20538,20153,22246,22054,23123,25789,27093,48820,109928,35864,40948,40619,37725,38989,35214,41429,2.4,3.8,4.3,3.7,2.9,2.1,2.9,2.2,1.9,1.9,2,2,2,2.2,2.1,2,2,2.1,2.3,3.7,3.7,3.1,2.5
5075,1462238,Walden,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,9006,10841,11175,11712,11758,12810,12276,12713,14195,15133,17409,22030,17070,16753,18120,16578,22834,25037,24865,21794,23051,22727,22970,27177,22601,22143,22376,31666,31633,32152,31349,34575,36394,3.4,3.8,3.7,4,2.8,4.2,4.4,5,3.1,2.6,2.6,3.1,3.4,3.1,2.2,2,2.9,2.6,3.1,4.6,4,3.2,3.2
5080,1462245,Waterford,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,6437,6785,8076,9063,9745,10524,11042,11389,11846,11611,12448,12994,13194,13713,14873,15395,15194,15749,16589,17354,17261,18322,17097,18475,19430,20572,22690,24288,23821,25539,27502,28252,30105,4.9,8.2,7.7,6.5,7,5.1,6,5.7,4.5,3.3,2.5,2.9,3.2,4,4.2,3.3,3.9,3.7,4.5,6.3,6,5.8,4.9
5085,1462259,Wheelock,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,9641,10335,11197,11369,12045,13260,13092,13764,13271,13532,13801,14844,15661,16543,19277,22595,22546,24822,21271,22947,22850,26019,26571,26093,27478,28261,31746,35854,36870,39405,40503,41046,43833,5.8,5.2,7.8,5.7,4.9,4.8,3.8,4.5,3.9,3.3,2.4,2.9,3.9,4.2,3.7,2.7,2.4,2.9,3.9,8.3,5.8,6.3,5.8
7005,1462045,Bolton,t,16320,16760,17000,22800,24840,25280,26320,27080,27480,25200,28000,28520,29680,30560,31000,31680,39640,41280,42480,43080,40520,48640,50040,50760,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7547,7904,8810,9337,11853,9772,9686,11026,11875,12943,15180,14887,15014,15769,15763,16734,15595,16648,16772,17135,20314,20808,20087,22042,22922,23147,24474,25861,27310,28919,28924,29279,30414,3.5,4.2,4.3,4.6,3.3,2.6,2.2,2.1,2.7,1.9,2.2,2.6,3.2,3.7,3.5,3.4,3.2,3.1,3.9,6.7,5.6,5.8,5.8
7010,1462058,Buels Gore,t,16320,16760,17000,22800,24840,25280,26320,27080,27480,25200,28000,28520,29680,30560,31000,31680,39640,41280,42480,43080,40520,48640,50040,50760,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,9647,10365,11374,11795,12314,12884,13992,13905,14585,15359,15601,16041,18879,18726,18939,19540,20432,20646,21560,21935,23084,23759,24968,26479,27455,29556,31843,32672,32981,33548,34460,32731,34492,5.7,9.1,8.2,6.5,6.4,6.1,6.5,5.4,4.9,4.5,3.1,4.4,5.2,5.6,4.2,4.2,4.1,4.1,5,7.8,7.1,6.8,6
7015,1462060,Burlington,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7912,8831,9346,10345,10602,11033,13074,13765,14470,15515,17244,16417,17103,19730,19878,20062,21424,23078,23732,22351,25137,24521,26188,29564,27135,28734,30846,31806,33161,35953,34557,35746,39724,3,3.5,4.4,3.8,2.9,2.4,2.3,2.5,1.7,1.5,2.2,2.6,2.9,3.3,3.1,2.8,3,2.9,3.7,5.5,6,5.3,4.5
7020,1462068,Charlotte,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,5980,7358,7197,8343,9176,9940,11453,12537,13051,13783,14508,14307,14331,14751,15408,15274,14919,15041,15470,16943,16704,17273,18430,18978,18690,20295,20759,21208,22520,23616,22258,21063,22196,9.2,11.6,12.7,8.5,10.3,10.6,10.9,9.7,9.7,10,4.1,3.7,3.8,4.3,5.6,5.5,6.4,7,7.2,9.1,8.6,11.7,9.6
7025,1462073,Colchester,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7394,7091,7608,10171,10411,11657,11276,12712,12009,13056,19660,20065,19807,19115,20865,19100,19364,19715,19537,22575,22747,25845,27463,28965,29326,31603,32227,33063,33315,33989,36101,36462,36892,1.5,1.7,1.6,1,0.7,0.9,1.1,1.2,1.2,1.6,2,2.1,1.8,2.4,1.7,1.6,1.9,1.9,2.1,3.9,3.8,3.5,3.4
7030,1462091,Essex,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7899,10039,14315,10595,11437,12332,14174,14944,15603,16680,16522,19213,20734,21561,22918,24221,17444,19689,27551,27872,29212,29891,31227,30720,31755,33955,34729,33293,35584,34930,38610,41704,39190,0.7,1,0.8,1.1,0.8,0.8,0.8,0.8,0.6,0.9,1.9,2.4,2.7,2.9,2.7,2.6,1.8,2.1,2.5,3.8,3.8,3.5,2.6
7035,1462119,Hinesburg,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,3821,4077,4473,,,,,,,,,9982,10819,10397,13862,11766,12209,13744,14538,13784,14401,12859,13618,13773,16334,15767,16290,20351,8.2,7.8,8.2,10.2,8,4.9,6.7,7.6,4.9,3,5.8,5.7,8.9,7.5,4.9,4.3,5.5,5,7.5,11.6,12.8,10.3,9.2
7040,1462121,Huntington,t,16320,16760,17000,22800,24840,25280,26320,27080,27480,25200,28000,28520,29680,30560,31000,31680,39640,41280,42480,43080,40520,48640,50040,50760,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,10288,10848,12507,12959,13800,14933,15501,16537,17685,19104,22120,22038,21530,22283,23149,23285,23214,23536,24173,24406,25820,25733,26688,27967,28061,30168,31110,33484,34039,35194,35230,35255,36497,2.6,4.1,3.7,3.9,2.8,2.7,3.1,2.7,2.2,1.9,1.8,2.2,2.8,3,2.7,2.6,2.7,2.6,3.2,4,3.9,4.1,3.2
7045,1462128,Jericho,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,6434,6098,6947,8150,7174,7726,8640,10808,9140,9220,10008,10678,10465,12327,12504,12110,12722,12722,15041,15326,15690,15979,15160,16802,18622,19578,19066,19210,19406,20778,23110,23970,24202,11.3,13.4,16,11.9,10.3,9.8,9,8.3,6.9,6.2,4.2,4.7,5.8,7.7,6.8,6.4,5.9,7.7,9.5,13.5,12.8,10,9.5
7050,1462149,Milton,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,,,7049,9368,10867,9424,11189,8834,8878,9791,14245,19932,19793,18355,13507,13588,11388,14412,21632,22709,17707,16407,19503,21039,19842,18868,17604,18822,3.1,4.8,4,3.3,3.3,3.2,2.8,2.5,1.9,1.3,1.8,2.6,2.4,2.3,2.2,2.2,1.9,2.1,2.4,4.5,4,4.3,3.2
7055,1462186,Richmond,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,8038,9074,9531,10519,11302,12027,12568,12824,14405,14445,15511,15905,16376,17111,17688,18727,20249,20615,20767,20720,21119,20879,20730,21420,21889,23366,25578,25515,25860,26340,27071,28457,28794,7.8,11.2,10.3,9.6,8.5,8.3,9.6,7.1,5.9,4.9,4.1,5.5,6.7,8.2,7.2,5.7,7.6,7.7,8.4,11.3,10.7,9.7,8.2
7060,1462198,St. George,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,16338,17925,19338,21327,23208,24416,25728,26732,28358,29487,30298,31872,35351,36684,37384,38407,37086,37945,39168,40554,42987,43874,46147,48796,49915,50408,51491,53191,54803,56367,57136,58217,55999,3.3,4.2,4.2,3.4,2.6,2.2,2.2,2.2,1.6,1.3,1.8,2.4,3.3,3.8,3,2.8,2.9,3,3.5,5.5,4.5,4.1,3.7
7065,1462206,Shelburne,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,8736,9452,10167,11131,11638,12067,13198,13206,14195,14445,15049,16126,16140,15415,16112,16683,16716,17044,18894,18724,18903,20769,21134,21847,22757,23294,23760,24492,24792,24627,24573,25643,26481,7.3,9.7,10.2,8.4,6.7,6.4,6.5,7.7,4.3,4,3.4,3.9,5.6,6.4,5.8,4.1,3.4,3.8,5,9.2,8.8,9.3,7.9
7070,1462212,South Burlington,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,8196,9623,9407,10275,11213,12016,12312,12101,11442,14012,15202,16420,17496,16144,17091,18001,18047,19241,18862,19620,20309,22101,25068,25971,27266,28804,29219,29604,29806,30995,33196,36206,36241,5.4,6,5.5,4.7,3.7,2.7,3.2,2.5,2.1,2,2.5,3.4,3.8,4.5,3.9,3.4,3.7,3.8,4.4,7,5.9,4.7,4.7
7075,1462232,Underhill,t,16320,16760,17000,22800,24840,25280,26320,27080,27480,25200,28000,28520,29680,30560,31000,31680,39640,41280,42480,43080,40520,48640,50040,50760,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,6517,7275,7290,9165,8992,9646,10903,11322,11286,11866,12188,13572,14855,15669,18016,17684,17203,17177,18132,19867,21427,22170,19705,19815,21534,23071,22847,26294,26837,29070,30761,30829,32139,5.3,7.8,7.1,7.4,6.2,5.4,5.5,5.2,4.1,3.4,2.7,3.1,4,4.9,4,4.3,4.3,4.2,5.7,7.2,6.8,6.7,5.5
7080,1462251,Westford,t,16320,16760,17000,22800,24840,25280,26320,27080,27480,25200,28000,28520,29680,30560,31000,31680,39640,41280,42480,43080,40520,48640,50040,50760,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,6638,7301,8367,8299,7963,8350,8848,10537,11670,11247,12398,12698,12936,14322,14030,14936,14844,15612,16433,16425,17794,18220,20303,22549,23309,24881,26006,25482,26355,26348,26991,27822,28951,4,6.2,7.2,4.1,2.5,3.6,3,2.5,1.3,1.6,1.8,1.9,2.2,2.7,2.4,2.1,2,2.5,2.8,5,5.4,4,3.7
7085,1462263,Williston,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,6935,7189,7994,9034,9444,10551,10700,11720,11265,12395,13696,14132,14980,18184,18985,18009,17831,18083,18290,21180,21890,20473,20134,20770,20751,21176,24377,24464,28920,30879,32614,32102,32842,1.7,1.4,1.8,1.1,0.7,0.8,1.2,1.2,1,1.3,1.6,1.8,1.9,1.8,1.6,1.7,1.4,1.7,1.7,2,1.8,1.8,1.6
7090,1462268,Winooski,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,10,0,0,0,0,0,0,8.3,7.7,,,,,,,0,0,0,0,,NULL,NULL
9005,1462029,Averill,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,7537,6981,7373,8144,9130,9380,9666,10112,10436,10602,12277,13931,14702,15232,15680,16699,17228,17842,18639,18885,19919,20783,22187,23444,22547,25425,26498,26578,27185,29063,29595,30609,33257,4.1,7.6,7.3,6.1,6.2,4.5,4.8,3.9,2.9,3.2,2.4,3,3.9,3.9,3.2,3.2,3.6,3.6,4.1,3.8,2.5,NULL,NULL
9010,1462030,Avery's Gore,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,4593,4670,4200,6003,6904,6896,9154,10029,11555,12501,12530,12025,12244,13650,13173,13066,16387,16142,19158,18739,22593,16404,17724,18869,20029,19764,18922,21685,21929,23401,25623,24444,25001,1.9,3.3,2.5,1.5,1.1,1.1,1.7,1.5,1,1.1,2.1,2,2.2,2.4,1.8,1.8,1.7,1.6,1.9,2.2,1.9,1.7,1.6
9015,1462044,Bloomfield,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,6223,7474,7436,8083,8981,8994,8631,9768,10043,10983,11652,12494,11498,12045,13800,14467,15875,16207,17404,16130,16187,15830,17188,17742,17099,18672,20859,20260,20974,21846,24547,23971,23362,5.7,8.4,7.1,6,6.6,7.5,7.6,4,3.8,4.1,2.7,3.7,3.9,4.5,3.5,3.2,3.8,3.7,4.2,6.5,7,5.4,3.9
9020,1462052,Brighton,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,8457,9126,8840,10647,12725,14941,16879,17492,17454,17824,20336,20401,20730,22288,23837,23673,23827,22900,23596,26634,27575,27537,30477,31882,32835,34791,34887,34584,35706,38205,40589,40412,42478,2.8,3,1.9,1.9,1.6,1.4,0.8,0.9,0.7,0.9,2.7,3.5,6,7.1,5.6,3.5,1.8,2,2.1,2.1,1.9,1.9,1.6
9025,1462057,Brunswick,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,66.7,0,66.7,,0,0,0,0,,NULL,NULL
9030,1462064,Canaan,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,5750,5828,6755,7603,7966,8441,8613,8732,9805,11913,14047,10390,10181,10855,11076,11264,10166,12262,13204,14503,15596,15522,16005,18024,18417,19485,20579,21912,21083,21622,22466,21561,22240,6.5,8.7,10.5,8.1,8.8,9.2,8.8,7.4,5.3,4.1,3.9,5.9,5.9,6.5,5.9,5.2,5.3,6.7,6.8,9.3,8.8,7.5,6.6
9035,1462074,Concord,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,,,,,,,,,,,9724,,,,,,,,,8850,9648,9814,11471,15090,17235,16840,14855,22052,21929,23010,21404,19410,18386,3.4,8.6,10.8,10.4,5.7,4.9,4.9,3.7,4.7,2.4,1.8,2.6,2.6,2.6,2.6,2.6,1.7,2.6,3.5,6.1,5.4,2.4,2.6
9040,1462086,East Haven,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,9658,10024,10746,10818,12345,13556,13847,14309,14719,15700,14779,17061,17452,16683,16622,18077,18363,18661,20228,24751,23983,25037,25887,26626,27468,28876,29353,29329,30589,31759,34368,32527,32942,4.7,6.5,5.7,2.7,3,3.7,2.7,4.1,2.8,3.1,3.2,4.7,4.9,5.8,5,3.6,3.6,3,4.2,6.5,5.5,5.3,3.6
9045,1462097,Ferdinand,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,10802,10787,12683,12502,13258,12529,12969,14227,14323,14158,14983,17703,16547,16970,16646,17241,17774,16800,17458,26858,26596,30820,33568,37875,38489,34477,35870,38755,46634,55446,57224,,72932,1.7,1.7,3.3,1.7,1.7,3.5,3.6,5.2,1.8,5.2,4.1,6,6.1,2.2,6.1,2.1,4.2,6.1,6.5,6.7,10.4,4.3,4.3
9050,1462106,Granby,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,6058,6903,6771,7160,8396,10286,11472,13602,15211,18547,11993,16098,18002,18574,19843,20426,20054,20833,21482,20902,22335,23456,23874,24709,24776,26926,27747,29814,31101,33060,33957,34430,36522,4.9,5.8,6.6,5.4,4.1,2.8,3.6,3,2,2.4,2.6,3.2,4.2,4.9,4.1,3.9,3.7,3.9,4.3,7.6,6.5,5.7,5.1
