namecode,gnisid,town,geoclass,income_to_afford_02001,income_to_afford_02002,income_to_afford_02003,income_to_afford_02004,income_to_afford_11999,income_to_afford_12000,income_to_afford_12001,income_to_afford_12002,income_to_afford_12003,income_to_afford_12004,income_to_afford_21999,income_to_afford_22000,income_to_afford_22001,income_to_afford_22002,income_to_afford_22003,income_to_afford_22004,income_to_afford_32000,income_to_afford_32001,income_to_afford_32002,income_to_afford_32003,income_to_afford_32004,income_to_afford_42001,income_to_afford_42002,income_to_afford_42003,income_to_afford_42004,income_to_afford_02005,income_to_afford_12005,income_to_afford_22005,income_to_afford_32005,income_to_afford_42005,income_to_afford_02006,income_to_afford_12006,income_to_afford_22006,income_to_afford_32006,income_to_afford_42006,income_to_afford_02008,income_to_afford_12008,income_to_afford_22008,income_to_afford_32008,income_to_afford_42008,income_to_afford_02009,income_to_afford_12009,income_to_afford_22009,income_to_afford_32009,income_to_afford_42009,income_to_afford_02010,income_to_afford_12010,income_to_afford_22010,income_to_afford_32010,income_to_afford_42010,income_to_afford_02011,income_to_afford_12011,income_to_afford_22011,income_to_afford_32011,income_to_afford_42011,income_to_afford_02012,income_to_afford_12012,income_to_afford_22012,income_to_afford_32012,income_to_afford_42012,income_to_afford_02013,income_to_afford_12013,income_to_afford_22013,income_to_afford_32013,income_to_afford_42013,avg_wage1978,avg_wage1979,avg_wage1980,avg_wage1981,avg_wage1982,avg_wage1983,avg_wage1984,avg_wage1985,avg_wage1986,avg_wage1987,avg_wage1988,avg_wage1989,avg_wage1990,avg_wage1991,avg_wage1992,avg_wage1993,avg_wage1994,avg_wage1995,avg_wage1996,avg_wage1997,avg_wage1998,avg_wage1999,avg_wage2000,avg_wage2001,avg_wage2002,avg_wage2003,avg_wage2004,avg_wage2005,avg_wage2006,avg_wage2007,avg_wage2008,avg_wage2009,avg_wage2010,unemployment_rate1990,unemployment_rate1991,unemployment_rate1992,unemployment_rate1993,unemployment_rate1994,unemployment_rate1995,unemployment_rate1996,unemployment_rate1997,unemployment_rate1998,unemployment_rate1999,unemployment_rate2000,unemployment_rate2001,unemployment_rate2002,unemployment_rate2003,unemployment_rate2004,unemployment_rate2005,unemployment_rate2006,unemployment_rate2007,unemployment_rate2008,unemployment_rate2009,unemployment_rate2010,unemployment_rate2011,unemployment_rate2012
1105,1462240,Waltham,t,17760,18280,18520,18120,20200,20560,21400,22040,22360,22680,23480,23920,24920,25640,26000,27280,33360,34720,35760,36280,35880,38960,40080,40640,47840,18880,23640,28440,37400,49880,19840,24840,29880,39280,52400,21080,26360,31720,41720,55640,23000,28800,34640,45560,60760,23160,29000,34880,45880,61160,24840,31080,37400,49200,65600,25160,31480,37880,49800,66440,29680,32280,38280,53080,64160,9841,10608,11867,13233,14045,15365,16156,16874,17192,17294,18756,19214,19607,20648,21548,22922,22672,23222,25032,25652,26958,29418,30369,30337,30685,30745,32445,31681,34354,36249,38705,35734,36289,7.4,8.3,7.6,6.4,4.7,4.5,4.4,3.9,3.6,3,2.6,3.2,4.8,5.7,4.8,3.5,3.9,4.5,5.7,9.9,8.4,7.5,6.4
1110,1462258,Weybridge,t,17760,18280,18520,18120,20200,20560,21400,22040,22360,22680,23480,23920,24920,25640,26000,27280,33360,34720,35760,36280,35880,38960,40080,40640,47840,18880,23640,28440,37400,49880,19840,24840,29880,39280,52400,21080,26360,31720,41720,55640,23000,28800,34640,45560,60760,23160,29000,34880,45880,61160,24840,31080,37400,49200,65600,25160,31480,37880,49800,66440,29680,32280,38280,53080,64160,5314,5397,,6975,8009,10086,9541,9835,9252,11805,12583,15210,13244,13965,13678,13457,13012,10821,,21822,21636,15715,,,,,,,,,,,,2.8,2,3.7,5.4,1.9,2.6,4.3,2.6,1.6,2.3,2,1.5,2.6,4.3,3.3,3.9,1.6,1.7,2.2,6.7,6.5,5.3,4.5
1115,1462260,Whiting,t,17760,18280,18520,18120,20200,20560,21400,22040,22360,22680,23480,23920,24920,25640,26000,27280,33360,34720,35760,36280,35880,38960,40080,40640,47840,18880,23640,28440,37400,49880,19840,24840,29880,39280,52400,21080,26360,31720,41720,55640,23000,28800,34640,45560,60760,23160,29000,34880,45880,61160,24840,31080,37400,49200,65600,25160,31480,37880,49800,66440,29680,32280,38280,53080,64160,6289,7057,7524,8167,8678,9014,11010,9735,11002,10896,13080,13839,13679,13737,12631,14105,14156,12353,14907,15262,14707,17922,16604,16640,17534,18857,19959,26846,30025,32055,27332,23774,24319,1.2,1,1.2,1.1,0.5,0.8,1.3,0.8,0.8,0.8,2.8,3.7,7.6,8.5,6.8,3.9,2.4,2.4,2.7,3.2,2.9,2,2
3005,1462027,Arlington,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,8528,8933,9987,10664,11329,12059,13172,14050,14188,15620,17726,17144,16933,17416,18734,19375,19059,19664,19979,20609,21048,22148,22817,24283,25565,26196,26563,29104,30231,31931,32928,32867,33175,4.9,8.1,7.4,4.1,4.1,4.2,3.4,3.2,1.9,2.4,2.8,2.7,3.5,3.9,3.9,3.7,3.6,3.8,4.4,8,7.6,5.9,5.7
3010,1462039,Bennington,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,8087,9639,11156,9824,10781,10484,12125,12293,12181,12018,11590,14036,15114,14039,14603,15252,15947,14404,16712,16629,17356,16876,16754,20187,21051,23128,23075,24348,24610,25711,26047,27122,29994,2,2.3,0.9,1.2,0.7,0.8,0.9,0.7,0.9,2.1,3,4.5,8.2,9.6,8.3,6.4,7.3,7.1,9,8.2,7.4,5.5,5.2
3015,1462082,Dorset,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,9023,9679,10436,11768,12102,12874,14066,14607,14815,16362,16724,18277,18932,19664,20910,20865,21755,21983,21850,22892,22906,22239,23734,24441,24569,25855,27020,27488,28383,30805,32357,30123,30006,5.1,8.7,8.9,9.5,8,5.9,5.5,4.6,4.3,4.7,3.4,4.3,4.7,5.9,5.1,3.5,3.1,3.8,4.6,9,7,6.8,6.5
3018,1462102,Glastenbury,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,9769,10113,10703,12066,13153,14173,14643,15161,16633,17775,18772,19642,20972,21859,23433,23464,24354,25259,26234,27194,28206,29277,30578,31889,34170,35462,34335,34189,35013,35313,36602,36621,37444,5.1,6.9,6.2,4.6,4.4,4.4,4.3,4.1,2.7,2.6,3.1,3.5,4,4.8,3.8,3.3,2.9,3.4,3.7,6.8,6.1,5.2,5.2
3020,1462131,Landgrove,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,6036,6903,6806,7746,8601,8090,9629,10779,10760,10900,11868,12438,13207,13027,14393,13902,18313,21260,18581,19275,19277,21984,25702,23194,25183,25866,25504,27223,30158,29868,30753,31792,30441,6.2,11.2,9.4,6.9,5.4,4.7,5.3,3.8,3,3.8,3.4,3.6,4.2,5.1,4.3,4.3,3.3,4,4.4,6.9,8.6,8.5,5.9
3025,1462142,Manchester,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,9090,10052,10083,11284,12495,10447,10619,11344,12518,13052,13910,15188,16117,16983,17238,16877,17008,17725,18253,19971,19456,19532,19691,22859,23837,22844,25203,27068,26748,28281,27506,27669,29405,2.3,5.7,6.2,5,3.7,3.9,4.3,4.2,2.9,2.4,2,2.6,3.5,3.9,3.5,3.8,3.9,4.1,5.2,6.9,6.8,5.5,5.8
3030,1462172,Peru,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,8193,8879,9361,10329,11082,12444,13626,13635,14576,15319,14573,14885,14705,15659,16795,15870,16914,16274,15744,16340,17443,18138,19285,18275,21219,20878,21290,21270,21306,22053,22852,24666,23864,17.2,13.1,11.5,11.5,9.6,12.4,14.2,9.2,7.8,9.3,4.8,7.6,7.5,6.3,4.9,5.3,4.2,5.7,6.8,9.7,9.6,9.7,8.6
3035,1462179,Pownal,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,7446,7735,8456,9057,9754,10533,11380,11496,12199,12718,13746,14367,15541,16530,16881,18118,18743,18406,18813,19168,20075,21260,22722,23722,25495,24878,25318,25657,26969,27933,31237,32135,33742,5.7,8.5,11,9.8,7.1,6.3,6.7,5.2,4.6,4,3.2,4,4.9,5.8,4.9,3.9,2.7,3.8,4.3,8.8,7.5,6.6,6.8
3040,1462184,Readsboro,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,7178,7263,7928,8025,9685,10137,11055,11545,12053,12587,14508,16129,17312,18533,19220,19725,20147,21382,24326,25571,24219,27702,25938,27311,27777,28122,28412,27509,32360,30612,31358,33597,32828,3.5,4.4,3.8,3.2,2.3,4.3,3.9,3.1,2.9,2.5,2.3,2.8,3.3,3.8,3.3,3.2,3.3,3.5,4.2,5.9,5.3,5.5,3.9
3045,1462192,Rupert,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,8159,9973,,,,,,11762,11612,11932,11618,13962,13834,13799,14139,14449,12998,13559,11462,11330,12556,12808,12970,13143,11371,11769,14511,16377,16814,18170,17489,17767,16673,0.9,1.3,1.9,1.7,0.4,1.1,1.4,1.4,1,1.2,2.7,4.5,5.1,5.6,4.9,3.8,2.7,2.7,2.7,5.3,5.2,3.7,3.9
3050,1462201,Sandgate,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,4183,5286,5048,5786,5513,7648,7450,8752,7827,8209,8915,9400,11878,13670,17706,12736,9553,15110,13987,15466,16840,14620,13000,14289,16448,18007,18791,19180,18542,19061,20185,23007,20536,1.2,1.5,1.5,2.3,2,2.2,1.7,1.3,3.3,4.9,4.4,6.1,8.4,9.1,8.1,7,3.4,4.3,5.6,9.3,8.6,7.1,6.7
3055,1462202,Searsburg,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.4,0,3.2,0,0,13.3,3.8,0,0,1.8,3.6,3.6,1.9,1.9,1.9,1.8,1.9,3.8,7.5,7.4,13.1,11.5
3060,1462203,Shaftsbury,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,NULL,NULL
3065,1462215,Stamford,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,7017,8194,10400,10254,9039,9942,11026,11939,12901,16297,16458,15292,12225,12181,14993,16542,15975,15748,16119,17252,17525,17314,16545,14832,15760,16620,17743,18196,21665,23085,23422,22371,23779,9.5,10.8,10.8,10.8,9.7,9.1,10.4,8,7.7,6.9,3.7,4.3,4.4,4.9,3.9,3.3,4.6,4.8,5.8,10.3,9.3,8.9,8.9
3070,1462223,Sunderland,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,11326,12049,13011,14097,14994,16152,16809,17659,18653,19376,20694,21742,22948,24144,25073,26092,26138,27170,28542,30097,31589,33039,33835,34925,36089,37740,38699,40240,42831,45702,48521,48488,49888,4.6,5.3,5,4.1,3.7,3.3,3.5,3.1,2.6,2.2,2.4,3,3.7,4.2,3.5,3.1,2.9,3.1,3.5,6,5.2,0,4
3075,1462267,Winhall,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,10426,10347,11074,14294,12730,13475,13627,14868,16203,17488,17920,19377,20695,21102,21984,22616,22942,22465,22337,24622,26265,27647,28043,29254,28865,30475,31210,33260,32574,32970,35415,36292,35684,2.9,4.4,6.1,3.8,3.2,3.4,4.8,4.1,3.1,3.3,2.5,3.3,4.2,3.9,3.4,3,3.5,4.1,3.8,5.4,5.3,4.6,3.6
3080,1462271,Woodford,t,16040,16480,16720,18080,18720,19080,20240,20840,21120,22640,24080,24520,26040,26760,27120,26360,31160,33080,34000,34480,34360,38560,39680,40240,40360,18840,23600,27480,35800,42080,19800,24800,28880,37640,44200,21000,26320,30640,39920,46920,22960,28760,33480,43640,51240,23120,28960,33720,43920,51640,24800,31080,36160,47120,55360,23360,29280,34080,44400,52160,23160,29960,37560,47480,52880,8035,7883,8765,9480,11702,14383,18514,18465,18212,16369,14774,15626,15498,15645,16411,17339,17203,17511,17938,18098,19699,23221,24158,25506,27583,29447,33052,49306,37430,30300,27257,26461,24882,4.3,6.5,7.4,6.2,4.4,4.6,5.6,4.9,2.5,2.4,2.7,3.5,4.6,5.3,3.8,4,4.1,4.6,5.3,7.7,6,5.8,4.8
5005,1462034,Barnet,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,6375,6881,7375,9384,9196,10182,11019,11412,11416,11546,13543,14340,14679,16807,14454,14787,16932,17305,18217,19105,18097,18641,19915,20939,21228,21615,23052,24315,25509,26532,26691,26590,26358,5.3,7.5,7.3,6.9,5.7,6.7,6.5,5.9,4.2,3.7,3.2,3.3,4.8,5.9,5.1,5,5.7,5.6,6.6,11,8.9,6.9,5.4
5010,1462059,Burke,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,9830,,11384,,,,,,16220,16579,17248,18276,19325,20405,21315,22318,22187,23183,24032,25585,26432,26621,27056,27941,29631,27334,30056,31493,31258,31932,33991,29002,34766,4.3,6.9,5.3,4.2,3.2,3.1,4.6,3.2,2.7,2.8,1.8,1.7,2.1,4.1,2.9,2.6,3.2,3.7,3.3,5.8,8.9,6.9,6.6
5015,1462080,Danville,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,8170,8911,9745,10419,10530,11373,11869,12548,12429,12759,13416,14764,16402,17545,18381,19291,18679,19148,19049,19790,20877,21700,22821,23980,25249,27208,28053,28024,29021,30593,31671,32987,34089,4.2,6,7,5.2,4.8,4.4,5.1,4.7,3.6,3.4,2.9,3.3,4,4.6,3.9,3.9,4.5,4.9,5.5,8.7,8.1,6.7,6.1
5020,1462110,Groton,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,8382,9092,10307,10844,11585,12257,13297,12649,14089,13515,13278,14280,15473,16150,17703,18074,18034,18687,18839,20470,22983,23243,23651,24563,25740,27264,28792,28249,24969,26308,27688,27583,28102,5.2,8.9,9.4,8.1,6.6,6.3,5.9,4.8,3.3,2.9,3.2,4.4,4.8,5.6,5.6,4.4,4,4.4,5.6,9.2,6.8,7.3,6.3
5025,1462115,Hardwick,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,6565,6965,7667,7996,8045,8374,9156,10514,11280,11369,12661,12120,13162,15885,13613,15888,14467,13476,15054,14042,14226,15493,15848,17949,18597,20195,22378,21438,24779,26028,25454,25676,27270,5.6,10.5,8.8,5.3,6.4,7.5,5.7,5.5,4.7,5.3,4.3,5.6,7.7,6.6,5.3,6,6.3,7,7.4,10.3,9.8,NULL,NULL
5030,1462130,Kirby,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,9724,9609,10529,12815,13117,11280,12854,11563,14042,15455,16014,16804,19927,21941,22016,22978,23734,25746,25319,27272,28186,29139,29477,31106,33807,33532,35270,37433,40426,45056,45962,43134,44167,2.2,3.1,2.3,1.8,1.7,1.5,1.5,1.5,0.9,1.5,1.9,2.3,2.6,3.1,2.4,2.4,2.3,2.4,3,4.5,4,3.4,2.9
5035,1462140,Lyndon,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,6845,7960,8828,9265,10348,9981,11129,11820,12375,11927,13027,14101,15166,15600,15712,15855,16415,17244,17024,22430,20340,22190,22068,22826,22322,23672,23373,24178,25991,27708,27023,27468,28147,5.9,6.2,6.1,4.9,4.7,2.2,3,2.6,1.8,1.9,2.2,2.5,4.1,4.3,3.8,3.8,3.9,4.2,5.2,7.7,7.6,7.1,6.4
5040,1462157,Newark,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,8566,9041,8713,9051,10006,11613,12080,13075,13445,14784,16120,15410,15763,16951,18267,18952,19883,20968,22270,21122,20905,21626,23852,25136,26628,27510,28232,28811,29240,31444,31713,33158,32556,7,10,10.8,8.3,7.6,7,6.9,5.4,4.1,4.7,2.8,3.1,3.4,3.6,2.9,3,2.6,3.6,3.8,8.4,8.5,7.5,7.1
5045,1462171,Peacham,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,6773,7310,7558,9529,9534,9695,10251,11151,13102,22370,14965,15617,15780,16423,17862,18781,21425,23277,21831,18127,18237,17548,16106,20792,20570,21334,24716,25864,25984,25888,27890,27136,29075,2.9,5.7,6.1,3,2.9,2.1,2.1,2.2,3,3.4,2.1,2.6,2.7,3.4,2.7,2.5,3.2,3.2,4.1,7.7,6.7,5.2,5.4
5050,1462195,Ryegate,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,8962,10331,11452,12210,13603,14571,16285,16889,17065,18426,20754,20941,21616,23473,23316,22700,21221,22642,22710,24920,25511,26784,26972,27791,27567,32003,27627,27776,28543,30214,32568,31915,31986,3.2,4.9,6.5,4.5,3.9,3.8,4.4,4,2.4,2.5,2.7,3.3,3.4,4.2,3.5,3.3,3.5,3.3,4.2,6.6,5.6,5.2,4.9
5055,1462199,St. Johnsbury,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,9888,10650,12167,12568,12618,14627,15500,16263,16389,17219,18604,20404,22080,22241,23573,23109,23725,24437,26188,27144,28425,29593,31395,32221,33673,35261,36939,39282,39553,41158,42704,42954,43321,4.1,5.1,4.9,4.4,3.2,3.1,2.9,2.7,2.2,1.9,2.2,2.7,3.4,3.8,3,3.1,3.3,3.2,3.7,5.6,5,4.6,4.1
5060,1462205,Sheffield,t,15440,15920,16160,17080,15720,16040,18480,19000,19280,17760,19200,19560,22520,23200,23520,22280,24640,28400,29200,29600,28200,32560,33520,34000,29200,17840,18520,23240,29440,30480,18760,19480,24440,30960,32040,19840,20640,25880,32760,33920,21680,22520,28280,35800,37080,21800,22680,28440,36000,37280,23400,24320,30520,38640,40000,23080,23960,30080,38080,39440,23520,24880,29480,36720,44880,7972,7289,8431,8373,9427,8781,9763,8704,11108,12792,13360,15422,15942,16161,16411,16476,17102,17468,18281,19017,18717,18095,18978,20413,21307,22308,24943,24605,26020,26811,27233,28127,29733,9.2,11.8,9.7,9,6.8,8.8,8.3,7.2,6.7,5.9,4.6,4.3,6.8,6.1,4.4,4.3,5.4,6,6.4,11.7,10.1,8.3,9
